,1000/T (K⁻¹),ln(T²/en),Ea (eV),dEa (eV),sigma (cm2),dsigma (cm2),Date saved,Date measured,Sample name,Number of gates,Integral,Scan number,X-ray dose (Gy),Bias (V),Excitation wavelength (nm),Light source current (mA),T min (K),T max (K),Heating rate (K/min)
"Scan1 +5V, Trap3(4G)",2.9788501638367593,9.320395556207178,0.5141446046304935,0.010434095397539348,5.4981870119936054e-18,2.00831433979652e-18,2021-11-04-19-11-09,14/10/2021,1511,4,True,1,0,5,,,,,3
"Scan1 +5V, Trap3(4G)",2.9921306962688132,9.409785196544384,0.5141446046304935,0.010434095397539348,5.4981870119936054e-18,2.00831433979652e-18,2021-11-04-19-11-09,14/10/2021,1511,4,True,1,0,5,,,,,3
"Scan1 +5V, Trap3(4G)",3.005530175522962,9.49030719355585,0.5141446046304935,0.010434095397539348,5.4981870119936054e-18,2.00831433979652e-18,2021-11-04-19-11-09,14/10/2021,1511,4,True,1,0,5,,,,,3
"Scan1 +5V, Trap3(4G)",3.018867924528302,9.563617747805008,0.5141446046304935,0.010434095397539348,5.4981870119936054e-18,2.00831433979652e-18,2021-11-04-19-11-09,14/10/2021,1511,4,True,1,0,5,,,,,3
"Scan1 +5V, Trap3(4G)",3.0281007751937983,9.63336648213209,0.5141446046304935,0.010434095397539348,5.4981870119936054e-18,2.00831433979652e-18,2021-11-04-19-11-09,14/10/2021,1511,4,True,1,0,5,,,,,3
"Scan1 +5V, Trap3(4G)",3.041825095057034,9.694776027831116,0.5141446046304935,0.010434095397539348,5.4981870119936054e-18,2.00831433979652e-18,2021-11-04-19-11-09,14/10/2021,1511,4,True,1,0,5,,,,,3
"Scan1 +5V, Trap3(4G)",3.0508267740557695,9.754827545444648,0.5141446046304935,0.010434095397539348,5.4981870119936054e-18,2.00831433979652e-18,2021-11-04-19-11-09,14/10/2021,1511,4,True,1,0,5,,,,,3
"Scan1 +5V,Trap 2(4G)",3.373136342170951,9.071784352406626,0.3580930174682672,0.015432435934191729,1.6215152449232452e-19,9.939040591657828e-20,2021-11-04-19-11-09,14/10/2021,1511,4,True,1,0,5,,,,,3
"Scan1 +5V,Trap 2(4G)",3.384209279501844,9.163516111364547,0.3580930174682672,0.015432435934191729,1.6215152449232452e-19,9.939040591657828e-20,2021-11-04-19-11-09,14/10/2021,1511,4,True,1,0,5,,,,,3
"Scan1 +5V,Trap 2(4G)",3.4073872154831673,9.239323590378126,0.3580930174682672,0.015432435934191729,1.6215152449232452e-19,9.939040591657828e-20,2021-11-04-19-11-09,14/10/2021,1511,4,True,1,0,5,,,,,3
"Scan1 +5V,Trap 2(4G)",3.4246575342465753,9.311378597740708,0.3580930174682672,0.015432435934191729,1.6215152449232452e-19,9.939040591657828e-20,2021-11-04-19-11-09,14/10/2021,1511,4,True,1,0,5,,,,,3
"Scan1 +5V,Trap 2(4G)",3.441985337142464,9.377140838793233,0.3580930174682672,0.015432435934191729,1.6215152449232452e-19,9.939040591657828e-20,2021-11-04-19-11-09,14/10/2021,1511,4,True,1,0,5,,,,,3
"Scan1 +5V,Trap 2(4G)",3.453873519151729,9.440698698021475,0.3580930174682672,0.015432435934191729,1.6215152449232452e-19,9.939040591657828e-20,2021-11-04-19-11-09,14/10/2021,1511,4,True,1,0,5,,,,,3
"Scan1 +5V,Trap 2(4G)",3.4721016631366965,9.496132645684018,0.3580930174682672,0.015432435934191729,1.6215152449232452e-19,9.939040591657828e-20,2021-11-04-19-11-09,14/10/2021,1511,4,True,1,0,5,,,,,3
