,1000/T (K⁻¹),ln(T²/en),Ea (eV),dEa (eV),sigma (cm2),dsigma (cm2),Date saved,Date measured,Sample name,Number of gates,Integral,Scan number,X-ray dose (Gy),Bias (V),Excitation wavelength (nm),Light source current (mA),T min (K),T max (K),Heating rate (K/min)
Trap 1,3.884098500737979,9.751061552986236,0.41184380650459546,0.008806628549604938,7.941205685883673e-18,3.1876943814968518e-18,2021-10-19-17-55-07,27/07/2021,1212,2,False,3,0,8,475,180,170,350,5
Trap 1,3.9099155458242105,9.865586320324725,0.41184380650459546,0.008806628549604938,7.941205685883673e-18,3.1876943814968518e-18,2021-10-19-17-55-07,27/07/2021,1212,2,False,3,0,8,475,180,170,350,5
Trap 1,3.9288099634620672,9.969285185765603,0.41184380650459546,0.008806628549604938,7.941205685883673e-18,3.1876943814968518e-18,2021-10-19-17-55-07,27/07/2021,1212,2,False,3,0,8,475,180,170,350,5
Trap 1,3.948355509930114,10.061319336433174,0.41184380650459546,0.008806628549604938,7.941205685883673e-18,3.1876943814968518e-18,2021-10-19-17-55-07,27/07/2021,1212,2,False,3,0,8,475,180,170,350,5
Trap 1,3.9674667724657806,10.143764549353893,0.41184380650459546,0.008806628549604938,7.941205685883673e-18,3.1876943814968518e-18,2021-10-19-17-55-07,27/07/2021,1212,2,False,3,0,8,475,180,170,350,5
