,1000/T (K⁻¹),ln(T²/en),Ea (eV),dEa (eV),sigma (cm2),dsigma (cm2),Date saved,Date measured,Sample name,Number of gates,Integral,Scan number,X-ray dose (Gy),Bias (V),Excitation wavelength (nm),Light source current (mA),T min (K),T max (K),Heating rate (K/min)
"Scan 2 -5V, Trap3(4G)",2.912310335789382,9.584889279933984,0.4577095543870733,0.015296094856324622,4.2557283692321235e-19,2.238035563664612e-19,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
"Scan 2 -5V, Trap3(4G)",2.929287011541391,9.67333504107743,0.4577095543870733,0.015296094856324622,4.2557283692321235e-19,2.238035563664612e-19,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
"Scan 2 -5V, Trap3(4G)",2.946549590429607,9.752581182161446,0.4577095543870733,0.015296094856324622,4.2557283692321235e-19,2.238035563664612e-19,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
"Scan 2 -5V, Trap3(4G)",2.959543046553612,9.827201695422996,0.4577095543870733,0.015296094856324622,4.2557283692321235e-19,2.238035563664612e-19,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
"Scan 2 -5V, Trap3(4G)",2.9726516052318672,9.895258872883547,0.4577095543870733,0.015296094856324622,4.2557283692321235e-19,2.238035563664612e-19,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
"Scan 2 -5V, Trap3(4G)",2.9815146094215863,9.960867557337956,0.4577095543870733,0.015296094856324622,4.2557283692321235e-19,2.238035563664612e-19,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
"Scan 2 -5V, Trap3(4G)",2.9902517791998084,10.021576763448863,0.4577095543870733,0.015296094856324622,4.2557283692321235e-19,2.238035563664612e-19,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
"Scan 2 -5V, Trap3(4G)",3.00815209216978,10.072127908808378,0.4577095543870733,0.015296094856324622,4.2557283692321235e-19,2.238035563664612e-19,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
"Scan2 -5V,Trap 1(4G)",3.651900814373882,9.132287065755607,0.4484965690190471,0.011200076044046096,2.2796256715852857e-17,1.0970632466181865e-17,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
"Scan2 -5V,Trap 1(4G)",3.6652860755781993,9.22504036959998,0.4484965690190471,0.011200076044046096,2.2796256715852857e-17,1.0970632466181865e-17,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
"Scan2 -5V,Trap 1(4G)",3.685413134812413,9.305085629186411,0.4484965690190471,0.011200076044046096,2.2796256715852857e-17,1.0970632466181865e-17,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
"Scan2 -5V,Trap 1(4G)",3.69890882189754,9.381195729623593,0.4484965690190471,0.011200076044046096,2.2796256715852857e-17,1.0970632466181865e-17,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
"Scan2 -5V,Trap 1(4G)",3.712641544458882,9.450680314939047,0.4484965690190471,0.011200076044046096,2.2796256715852857e-17,1.0970632466181865e-17,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
"Scan2 -5V,Trap 1(4G)",3.726337755254136,9.514878583949113,0.4484965690190471,0.011200076044046096,2.2796256715852857e-17,1.0970632466181865e-17,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
"Scan2 -5V,Trap 1(4G)",3.7331541419345204,9.577784963774286,0.4484965690190471,0.011200076044046096,2.2796256715852857e-17,1.0970632466181865e-17,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
"Scan2 -5V,Trap 1(4G)",3.747002398081535,9.632867523916454,0.4484965690190471,0.011200076044046096,2.2796256715852857e-17,1.0970632466181865e-17,2021-11-04-19-32-41,13/10/2021,1512,4,True,2,0,-5,,,,,3
