,1000/T (K⁻¹),ln(T²/en),Ea (eV),dEa (eV),sigma (cm2),dsigma (cm2),Date saved,Date measured,Sample name,Number of gates,Integral,Scan number,X-ray dose (Gy),Bias (V),Excitation wavelength (nm),Light source current (mA),T min (K),T max (K),Heating rate (K/min)
Trap 2,3.0766390794695875,9.065006547101982,0.5199168550584039,0.018033408333805356,1.593700819521749e-17,1.05138650342736e-17,2021-10-21-16-18-35,03/08/2021,1213,2,False,2,0,8,475,180,170,350,4
Trap 2,3.102121851346321,9.230814628787563,0.5199168550584039,0.018033408333805356,1.593700819521749e-17,1.05138650342736e-17,2021-10-21-16-18-35,03/08/2021,1213,2,False,2,0,8,475,180,170,350,4
Trap 2,3.1344032096288865,9.364211305365773,0.5199168550584039,0.018033408333805356,1.593700819521749e-17,1.05138650342736e-17,2021-10-21-16-18-35,03/08/2021,1213,2,False,2,0,8,475,180,170,350,4
Trap 2,3.153977165205324,9.485308154966662,0.5199168550584039,0.018033408333805356,1.593700819521749e-17,1.05138650342736e-17,2021-10-21-16-18-35,03/08/2021,1213,2,False,2,0,8,475,180,170,350,4
Trap 2,3.1672631678966203,9.594765818225317,0.5199168550584039,0.018033408333805356,1.593700819521749e-17,1.05138650342736e-17,2021-10-21-16-18-35,03/08/2021,1213,2,False,2,0,8,475,180,170,350,4
Trap 2,3.1808639226413895,9.691441796932555,0.5199168550584039,0.018033408333805356,1.593700819521749e-17,1.05138650342736e-17,2021-10-21-16-18-35,03/08/2021,1213,2,False,2,0,8,475,180,170,350,4
Trap 2,3.1941738269396622,9.778515293157518,0.5199168550584039,0.018033408333805356,1.593700819521749e-17,1.05138650342736e-17,2021-10-21-16-18-35,03/08/2021,1213,2,False,2,0,8,475,180,170,350,4
Trap 2,3.208007185936096,9.856736423030522,0.5199168550584039,0.018033408333805356,1.593700819521749e-17,1.05138650342736e-17,2021-10-21-16-18-35,03/08/2021,1213,2,False,2,0,8,475,180,170,350,4
