,1000/T (K⁻¹),ln(T²/en),Ea (eV),dEa (eV),sigma (cm2),dsigma (cm2),Date saved,Date measured,Sample name,Number of gates,Integral,Scan number,X-ray dose (Gy),Bias (V),Excitation wavelength (nm),Light source current (mA),T min (K),T max (K),Heating rate (K/min)
Trap 1,3.763784862057285,9.897431177289915,0.1959323618465313,0.0035557973811942,3.1188336429025033e-22,4.999145585246874e-23,2021-10-19-17-55-07,27/07/2021,1212,4,False,2,0,8,475,180,170,277,5
Trap 1,3.8236531181891182,10.019925559356905,0.1959323618465313,0.0035557973811942,3.1188336429025033e-22,4.999145585246874e-23,2021-10-19-17-55-07,27/07/2021,1212,4,False,2,0,8,475,180,170,277,5
Trap 1,3.872966692486445,10.12764020414694,0.1959323618465313,0.0035557973811942,3.1188336429025033e-22,4.999145585246874e-23,2021-10-19-17-55-07,27/07/2021,1212,4,False,2,0,8,475,180,170,277,5
Trap 1,3.910833007430583,10.225964047572523,0.1959323618465313,0.0035557973811942,3.1188336429025033e-22,4.999145585246874e-23,2021-10-19-17-55-07,27/07/2021,1212,4,False,2,0,8,475,180,170,277,5
Trap 1,3.949603064891978,10.311689036922159,0.1959323618465313,0.0035557973811942,3.1188336429025033e-22,4.999145585246874e-23,2021-10-19-17-55-07,27/07/2021,1212,4,False,2,0,8,475,180,170,277,5
Trap 1,3.9821599235425293,10.390721440642537,0.1959323618465313,0.0035557973811942,3.1188336429025033e-22,4.999145585246874e-23,2021-10-19-17-55-07,27/07/2021,1212,4,False,2,0,8,475,180,170,277,5
