,1000/T (K⁻¹),ln(T²/en),Ea (eV),dEa (eV),sigma (cm2),dsigma (cm2),Date saved,Date measured,Sample name,Number of gates,Integral,Scan number,X-ray dose (Gy),Bias (V),Excitation wavelength (nm),Light source current (mA),T min (K),T max (K),Heating rate (K/min)
Trap 1,3.776720296094872,9.018674041178011,0.37442915462326504,0.012780317831668402,1.9395494351816445e-18,1.1176082838793448e-18,2021-11-18-16-53-42,,1212,2,False,1,0,8,475,180,170,,5
Trap 1,3.8371512988757144,9.249183818021264,0.37442915462326504,0.012780317831668402,1.9395494351816445e-18,1.1176082838793448e-18,2021-11-18-16-53-42,,1212,2,False,1,0,8,475,180,170,,5
Trap 1,3.8803306041674754,9.434454726964496,0.37442915462326504,0.012780317831668402,1.9395494351816445e-18,1.1176082838793448e-18,2021-11-18-16-53-42,,1212,2,False,1,0,8,475,180,170,,5
Trap 1,3.90579228996602,9.59320084160181,0.37442915462326504,0.012780317831668402,1.9395494351816445e-18,1.1176082838793448e-18,2021-11-18-16-53-42,,1212,2,False,1,0,8,475,180,170,,5
Trap 1,3.937938095613137,9.72352885380655,0.37442915462326504,0.012780317831668402,1.9395494351816445e-18,1.1176082838793448e-18,2021-11-18-16-53-42,,1212,2,False,1,0,8,475,180,170,,5
Trap 1,3.970459779242436,9.834854065976954,0.37442915462326504,0.012780317831668402,1.9395494351816445e-18,1.1176082838793448e-18,2021-11-18-16-53-42,,1212,2,False,1,0,8,475,180,170,,5
