1000/T (K⁻¹),Trap,ln(T²/en)
3.4282971647982445,Trap 1,8.772834416487722
3.466564980760564,Trap 1,8.932924619955397
3.4868719271941138,Trap 1,9.075408768663102
3.497359493582345,Trap 1,9.202857851276177
3.5181536729524345,Trap 1,9.308890972761038
3.5323207347227124,Trap 1,9.406198792304025
3.549497746068931,Trap 1,9.491806918841906
